modelo,cond,semente,grupo,geracao,regionais_vivos,controles_vivos,n_reg_base,n_ctl_base
x-ai-grok-4-5,en-C1,controle-en-01-gatsby,controle-en,8,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-01-gatsby,controle-en,9,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-01-gatsby,controle-en,10,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-01-gatsby,controle-en,11,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-01-gatsby,controle-en,12,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-01-gatsby,controle-en,13,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-01-gatsby,controle-en,14,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-01-gatsby,controle-en,15,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-02-babbitt,controle-en,0,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-02-babbitt,controle-en,1,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-02-babbitt,controle-en,2,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-02-babbitt,controle-en,3,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-02-babbitt,controle-en,4,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-02-babbitt,controle-en,5,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-02-babbitt,controle-en,6,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-02-babbitt,controle-en,7,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-02-babbitt,controle-en,8,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-02-babbitt,controle-en,9,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-02-babbitt,controle-en,10,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-02-babbitt,controle-en,11,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-02-babbitt,controle-en,12,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-02-babbitt,controle-en,13,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-02-babbitt,controle-en,14,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-02-babbitt,controle-en,15,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-03-lost-lady,controle-en,0,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-03-lost-lady,controle-en,1,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-03-lost-lady,controle-en,2,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-03-lost-lady,controle-en,3,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-03-lost-lady,controle-en,4,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-03-lost-lady,controle-en,5,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-03-lost-lady,controle-en,6,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-03-lost-lady,controle-en,7,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-03-lost-lady,controle-en,8,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-03-lost-lady,controle-en,9,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-03-lost-lady,controle-en,10,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-03-lost-lady,controle-en,11,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-03-lost-lady,controle-en,12,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-03-lost-lady,controle-en,13,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-03-lost-lady,controle-en,14,0,0,0,0
x-ai-grok-4-5,en-C1,controle-en-03-lost-lady,controle-en,15,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-01-gatsby,controle-en,0,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-01-gatsby,controle-en,1,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-01-gatsby,controle-en,2,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-01-gatsby,controle-en,3,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-01-gatsby,controle-en,4,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-01-gatsby,controle-en,5,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-01-gatsby,controle-en,6,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-01-gatsby,controle-en,7,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-01-gatsby,controle-en,8,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-01-gatsby,controle-en,9,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-01-gatsby,controle-en,10,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-01-gatsby,controle-en,11,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-01-gatsby,controle-en,12,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-01-gatsby,controle-en,13,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-01-gatsby,controle-en,14,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-01-gatsby,controle-en,15,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-02-babbitt,controle-en,0,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-02-babbitt,controle-en,1,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-02-babbitt,controle-en,2,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-02-babbitt,controle-en,3,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-02-babbitt,controle-en,4,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-02-babbitt,controle-en,5,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-02-babbitt,controle-en,6,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-02-babbitt,controle-en,7,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-02-babbitt,controle-en,8,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-02-babbitt,controle-en,9,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-02-babbitt,controle-en,10,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-02-babbitt,controle-en,11,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-02-babbitt,controle-en,12,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-02-babbitt,controle-en,13,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-02-babbitt,controle-en,14,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-02-babbitt,controle-en,15,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-03-lost-lady,controle-en,0,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-03-lost-lady,controle-en,1,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-03-lost-lady,controle-en,2,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-03-lost-lady,controle-en,3,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-03-lost-lady,controle-en,4,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-03-lost-lady,controle-en,5,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-03-lost-lady,controle-en,6,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-03-lost-lady,controle-en,7,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-03-lost-lady,controle-en,8,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-03-lost-lady,controle-en,9,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-03-lost-lady,controle-en,10,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-03-lost-lady,controle-en,11,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-03-lost-lady,controle-en,12,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-03-lost-lady,controle-en,13,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-03-lost-lady,controle-en,14,0,0,0,0
x-ai-grok-4-5,en-C2,controle-en-03-lost-lady,controle-en,15,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,0,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,1,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,2,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,3,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,4,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,5,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,6,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,7,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,8,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,9,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,10,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,11,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,12,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,13,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,14,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,15,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,0,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,1,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,2,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,3,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,4,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,5,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,6,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,7,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,8,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,9,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,10,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,11,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,12,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,13,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,14,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,15,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-03-memorial-ayres,controle-pt,0,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-03-memorial-ayres,controle-pt,1,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-03-memorial-ayres,controle-pt,2,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-03-memorial-ayres,controle-pt,3,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-03-memorial-ayres,controle-pt,4,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-03-memorial-ayres,controle-pt,5,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-03-memorial-ayres,controle-pt,6,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-03-memorial-ayres,controle-pt,7,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-03-memorial-ayres,controle-pt,8,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-03-memorial-ayres,controle-pt,9,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-03-memorial-ayres,controle-pt,10,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-03-memorial-ayres,controle-pt,11,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-03-memorial-ayres,controle-pt,12,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-03-memorial-ayres,controle-pt,13,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-03-memorial-ayres,controle-pt,14,0,0,0,0
x-ai-grok-4-5,pt-C1,controle-pt-03-memorial-ayres,controle-pt,15,0,0,0,0
x-ai-grok-4-5,pt-C1,regional-01-chasque-do-imperador,regional,0,9,17,9,17
x-ai-grok-4-5,pt-C1,regional-01-chasque-do-imperador,regional,1,6,9,9,17
x-ai-grok-4-5,pt-C1,regional-01-chasque-do-imperador,regional,2,6,10,9,17
x-ai-grok-4-5,pt-C1,regional-01-chasque-do-imperador,regional,3,6,10,9,17
x-ai-grok-4-5,pt-C1,regional-01-chasque-do-imperador,regional,4,6,11,9,17
x-ai-grok-4-5,pt-C1,regional-01-chasque-do-imperador,regional,5,6,10,9,17
x-ai-grok-4-5,pt-C1,regional-01-chasque-do-imperador,regional,6,6,10,9,17
x-ai-grok-4-5,pt-C1,regional-01-chasque-do-imperador,regional,7,6,11,9,17
x-ai-grok-4-5,pt-C1,regional-01-chasque-do-imperador,regional,8,6,9,9,17
x-ai-grok-4-5,pt-C1,regional-01-chasque-do-imperador,regional,9,6,11,9,17
x-ai-grok-4-5,pt-C1,regional-01-chasque-do-imperador,regional,10,6,8,9,17
x-ai-grok-4-5,pt-C1,regional-01-chasque-do-imperador,regional,11,6,11,9,17
x-ai-grok-4-5,pt-C1,regional-01-chasque-do-imperador,regional,12,6,8,9,17
x-ai-grok-4-5,pt-C1,regional-01-chasque-do-imperador,regional,13,6,11,9,17
x-ai-grok-4-5,pt-C1,regional-01-chasque-do-imperador,regional,14,6,9,9,17
x-ai-grok-4-5,pt-C1,regional-01-chasque-do-imperador,regional,15,6,10,9,17
x-ai-grok-4-5,pt-C1,regional-02-contrabandista,regional,0,7,14,7,14
x-ai-grok-4-5,pt-C1,regional-02-contrabandista,regional,1,0,7,7,14
x-ai-grok-4-5,pt-C1,regional-02-contrabandista,regional,2,0,7,7,14
x-ai-grok-4-5,pt-C1,regional-02-contrabandista,regional,3,0,9,7,14
x-ai-grok-4-5,pt-C1,regional-02-contrabandista,regional,4,0,9,7,14
x-ai-grok-4-5,pt-C1,regional-02-contrabandista,regional,5,0,8,7,14
x-ai-grok-4-5,pt-C1,regional-02-contrabandista,regional,6,0,8,7,14
x-ai-grok-4-5,pt-C1,regional-02-contrabandista,regional,7,0,8,7,14
x-ai-grok-4-5,pt-C1,regional-02-contrabandista,regional,8,0,7,7,14
x-ai-grok-4-5,pt-C1,regional-02-contrabandista,regional,9,0,8,7,14
x-ai-grok-4-5,pt-C1,regional-02-contrabandista,regional,10,0,8,7,14
x-ai-grok-4-5,pt-C1,regional-02-contrabandista,regional,11,0,8,7,14
x-ai-grok-4-5,pt-C1,regional-02-contrabandista,regional,12,0,8,7,14
x-ai-grok-4-5,pt-C1,regional-02-contrabandista,regional,13,0,8,7,14
x-ai-grok-4-5,pt-C1,regional-02-contrabandista,regional,14,0,8,7,14
x-ai-grok-4-5,pt-C1,regional-02-contrabandista,regional,15,0,8,7,14
x-ai-grok-4-5,pt-C1,regional-03-correr-eguada,regional,0,14,10,14,10
x-ai-grok-4-5,pt-C1,regional-03-correr-eguada,regional,1,12,8,14,10
x-ai-grok-4-5,pt-C1,regional-03-correr-eguada,regional,2,6,3,14,10
x-ai-grok-4-5,pt-C1,regional-03-correr-eguada,regional,3,6,3,14,10
x-ai-grok-4-5,pt-C1,regional-03-correr-eguada,regional,4,6,3,14,10
x-ai-grok-4-5,pt-C1,regional-03-correr-eguada,regional,5,6,3,14,10
x-ai-grok-4-5,pt-C1,regional-03-correr-eguada,regional,6,6,3,14,10
x-ai-grok-4-5,pt-C1,regional-03-correr-eguada,regional,7,6,3,14,10
x-ai-grok-4-5,pt-C1,regional-03-correr-eguada,regional,8,6,3,14,10
x-ai-grok-4-5,pt-C1,regional-03-correr-eguada,regional,9,6,3,14,10
x-ai-grok-4-5,pt-C1,regional-03-correr-eguada,regional,10,6,3,14,10
x-ai-grok-4-5,pt-C1,regional-03-correr-eguada,regional,11,6,4,14,10
x-ai-grok-4-5,pt-C1,regional-03-correr-eguada,regional,12,6,4,14,10
x-ai-grok-4-5,pt-C1,regional-03-correr-eguada,regional,13,6,4,14,10
x-ai-grok-4-5,pt-C1,regional-03-correr-eguada,regional,14,6,3,14,10
x-ai-grok-4-5,pt-C1,regional-03-correr-eguada,regional,15,6,4,14,10
x-ai-grok-4-5,pt-C1,regional-04-jogo-do-osso,regional,0,18,9,18,9
x-ai-grok-4-5,pt-C1,regional-04-jogo-do-osso,regional,1,15,7,18,9
x-ai-grok-4-5,pt-C1,regional-04-jogo-do-osso,regional,2,15,8,18,9
x-ai-grok-4-5,pt-C1,regional-04-jogo-do-osso,regional,3,15,7,18,9
x-ai-grok-4-5,pt-C1,regional-04-jogo-do-osso,regional,4,15,7,18,9
x-ai-grok-4-5,pt-C1,regional-04-jogo-do-osso,regional,5,15,7,18,9
x-ai-grok-4-5,pt-C1,regional-04-jogo-do-osso,regional,6,8,6,18,9
x-ai-grok-4-5,pt-C1,regional-04-jogo-do-osso,regional,7,8,7,18,9
x-ai-grok-4-5,pt-C1,regional-04-jogo-do-osso,regional,8,8,6,18,9
x-ai-grok-4-5,pt-C1,regional-04-jogo-do-osso,regional,9,8,7,18,9
x-ai-grok-4-5,pt-C1,regional-04-jogo-do-osso,regional,10,8,7,18,9
x-ai-grok-4-5,pt-C1,regional-04-jogo-do-osso,regional,11,8,5,18,9
x-ai-grok-4-5,pt-C1,regional-04-jogo-do-osso,regional,12,8,7,18,9
x-ai-grok-4-5,pt-C1,regional-04-jogo-do-osso,regional,13,7,5,18,9
x-ai-grok-4-5,pt-C1,regional-04-jogo-do-osso,regional,14,7,7,18,9
x-ai-grok-4-5,pt-C1,regional-04-jogo-do-osso,regional,15,7,6,18,9
x-ai-grok-4-5,pt-C1,regional-05-no-manantial,regional,0,10,13,10,13
x-ai-grok-4-5,pt-C1,regional-05-no-manantial,regional,1,1,2,10,13
x-ai-grok-4-5,pt-C1,regional-05-no-manantial,regional,2,1,3,10,13
x-ai-grok-4-5,pt-C1,regional-05-no-manantial,regional,3,1,1,10,13
x-ai-grok-4-5,pt-C1,regional-05-no-manantial,regional,4,1,2,10,13
x-ai-grok-4-5,pt-C1,regional-05-no-manantial,regional,5,2,3,10,13
x-ai-grok-4-5,pt-C1,regional-05-no-manantial,regional,6,1,3,10,13
x-ai-grok-4-5,pt-C1,regional-05-no-manantial,regional,7,1,4,10,13
x-ai-grok-4-5,pt-C1,regional-05-no-manantial,regional,8,1,4,10,13
x-ai-grok-4-5,pt-C1,regional-05-no-manantial,regional,9,1,4,10,13
x-ai-grok-4-5,pt-C1,regional-05-no-manantial,regional,10,1,4,10,13
x-ai-grok-4-5,pt-C1,regional-05-no-manantial,regional,11,1,4,10,13
x-ai-grok-4-5,pt-C1,regional-05-no-manantial,regional,12,1,4,10,13
x-ai-grok-4-5,pt-C1,regional-05-no-manantial,regional,13,1,4,10,13
x-ai-grok-4-5,pt-C1,regional-05-no-manantial,regional,14,1,4,10,13
x-ai-grok-4-5,pt-C1,regional-05-no-manantial,regional,15,1,4,10,13
x-ai-grok-4-5,pt-C1,regional-06-o-negro-bonifacio,regional,0,9,17,9,17
x-ai-grok-4-5,pt-C1,regional-06-o-negro-bonifacio,regional,1,3,7,9,17
x-ai-grok-4-5,pt-C1,regional-06-o-negro-bonifacio,regional,2,3,9,9,17
x-ai-grok-4-5,pt-C1,regional-06-o-negro-bonifacio,regional,3,3,9,9,17
x-ai-grok-4-5,pt-C1,regional-06-o-negro-bonifacio,regional,4,3,7,9,17
x-ai-grok-4-5,pt-C1,regional-06-o-negro-bonifacio,regional,5,3,8,9,17
x-ai-grok-4-5,pt-C1,regional-06-o-negro-bonifacio,regional,6,3,7,9,17
x-ai-grok-4-5,pt-C1,regional-06-o-negro-bonifacio,regional,7,3,8,9,17
x-ai-grok-4-5,pt-C1,regional-06-o-negro-bonifacio,regional,8,3,8,9,17
x-ai-grok-4-5,pt-C1,regional-06-o-negro-bonifacio,regional,9,3,7,9,17
x-ai-grok-4-5,pt-C1,regional-06-o-negro-bonifacio,regional,10,3,8,9,17
x-ai-grok-4-5,pt-C1,regional-06-o-negro-bonifacio,regional,11,3,7,9,17
x-ai-grok-4-5,pt-C1,regional-06-o-negro-bonifacio,regional,12,3,8,9,17
x-ai-grok-4-5,pt-C1,regional-06-o-negro-bonifacio,regional,13,3,7,9,17
x-ai-grok-4-5,pt-C1,regional-06-o-negro-bonifacio,regional,14,3,8,9,17
x-ai-grok-4-5,pt-C1,regional-06-o-negro-bonifacio,regional,15,3,7,9,17
x-ai-grok-4-5,pt-C1,regional-07-os-cabelos-da-china,regional,0,12,21,12,21
x-ai-grok-4-5,pt-C1,regional-07-os-cabelos-da-china,regional,1,8,15,12,21
x-ai-grok-4-5,pt-C1,regional-07-os-cabelos-da-china,regional,2,7,14,12,21
x-ai-grok-4-5,pt-C1,regional-07-os-cabelos-da-china,regional,3,7,13,12,21
x-ai-grok-4-5,pt-C1,regional-07-os-cabelos-da-china,regional,4,7,14,12,21
x-ai-grok-4-5,pt-C1,regional-07-os-cabelos-da-china,regional,5,7,13,12,21
x-ai-grok-4-5,pt-C1,regional-07-os-cabelos-da-china,regional,6,7,13,12,21
x-ai-grok-4-5,pt-C1,regional-07-os-cabelos-da-china,regional,7,7,11,12,21
x-ai-grok-4-5,pt-C1,regional-07-os-cabelos-da-china,regional,8,7,11,12,21
x-ai-grok-4-5,pt-C1,regional-07-os-cabelos-da-china,regional,9,7,11,12,21
x-ai-grok-4-5,pt-C1,regional-07-os-cabelos-da-china,regional,10,7,12,12,21
x-ai-grok-4-5,pt-C1,regional-07-os-cabelos-da-china,regional,11,7,11,12,21
x-ai-grok-4-5,pt-C1,regional-07-os-cabelos-da-china,regional,12,7,12,12,21
x-ai-grok-4-5,pt-C1,regional-07-os-cabelos-da-china,regional,13,7,12,12,21
x-ai-grok-4-5,pt-C1,regional-07-os-cabelos-da-china,regional,14,7,11,12,21
x-ai-grok-4-5,pt-C1,regional-07-os-cabelos-da-china,regional,15,7,12,12,21
x-ai-grok-4-5,pt-C1,regional-08-penar-de-velhos,regional,0,13,19,13,19
x-ai-grok-4-5,pt-C1,regional-08-penar-de-velhos,regional,1,6,9,13,19
x-ai-grok-4-5,pt-C1,regional-08-penar-de-velhos,regional,2,6,7,13,19
x-ai-grok-4-5,pt-C1,regional-08-penar-de-velhos,regional,3,5,8,13,19
x-ai-grok-4-5,pt-C1,regional-08-penar-de-velhos,regional,4,5,8,13,19
x-ai-grok-4-5,pt-C1,regional-08-penar-de-velhos,regional,5,5,8,13,19
x-ai-grok-4-5,pt-C1,regional-08-penar-de-velhos,regional,6,5,8,13,19
x-ai-grok-4-5,pt-C1,regional-08-penar-de-velhos,regional,7,5,9,13,19
x-ai-grok-4-5,pt-C1,regional-08-penar-de-velhos,regional,8,5,8,13,19
x-ai-grok-4-5,pt-C1,regional-08-penar-de-velhos,regional,9,5,7,13,19
x-ai-grok-4-5,pt-C1,regional-08-penar-de-velhos,regional,10,5,8,13,19
x-ai-grok-4-5,pt-C1,regional-08-penar-de-velhos,regional,11,5,7,13,19
x-ai-grok-4-5,pt-C1,regional-08-penar-de-velhos,regional,12,5,7,13,19
x-ai-grok-4-5,pt-C1,regional-08-penar-de-velhos,regional,13,5,6,13,19
x-ai-grok-4-5,pt-C1,regional-08-penar-de-velhos,regional,14,5,7,13,19
x-ai-grok-4-5,pt-C1,regional-08-penar-de-velhos,regional,15,5,8,13,19
x-ai-grok-4-5,pt-C1,regional-09-trezentas-oncas,regional,0,21,10,21,10
x-ai-grok-4-5,pt-C1,regional-09-trezentas-oncas,regional,1,10,7,21,10
x-ai-grok-4-5,pt-C1,regional-09-trezentas-oncas,regional,2,10,8,21,10
x-ai-grok-4-5,pt-C1,regional-09-trezentas-oncas,regional,3,10,7,21,10
x-ai-grok-4-5,pt-C1,regional-09-trezentas-oncas,regional,4,10,7,21,10
x-ai-grok-4-5,pt-C1,regional-09-trezentas-oncas,regional,5,10,7,21,10
x-ai-grok-4-5,pt-C1,regional-09-trezentas-oncas,regional,6,11,7,21,10
x-ai-grok-4-5,pt-C1,regional-09-trezentas-oncas,regional,7,10,7,21,10
x-ai-grok-4-5,pt-C1,regional-09-trezentas-oncas,regional,8,10,7,21,10
x-ai-grok-4-5,pt-C1,regional-09-trezentas-oncas,regional,9,10,7,21,10
x-ai-grok-4-5,pt-C1,regional-09-trezentas-oncas,regional,10,10,7,21,10
x-ai-grok-4-5,pt-C1,regional-09-trezentas-oncas,regional,11,10,7,21,10
x-ai-grok-4-5,pt-C1,regional-09-trezentas-oncas,regional,12,10,7,21,10
x-ai-grok-4-5,pt-C1,regional-09-trezentas-oncas,regional,13,10,7,21,10
x-ai-grok-4-5,pt-C1,regional-09-trezentas-oncas,regional,14,10,8,21,10
x-ai-grok-4-5,pt-C1,regional-09-trezentas-oncas,regional,15,10,7,21,10
x-ai-grok-4-5,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,0,0,0,0,0
x-ai-grok-4-5,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,1,0,0,0,0
x-ai-grok-4-5,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,2,0,0,0,0
x-ai-grok-4-5,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,3,0,0,0,0
x-ai-grok-4-5,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,4,0,0,0,0
x-ai-grok-4-5,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,5,0,0,0,0
x-ai-grok-4-5,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,6,0,0,0,0
x-ai-grok-4-5,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,7,0,0,0,0
x-ai-grok-4-5,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,8,0,0,0,0
x-ai-grok-4-5,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,9,0,0,0,0
x-ai-grok-4-5,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,10,0,0,0,0
x-ai-grok-4-5,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,11,0,0,0,0
x-ai-grok-4-5,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,12,0,0,0,0
x-ai-grok-4-5,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,13,0,0,0,0
x-ai-grok-4-5,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,14,0,0,0,0
x-ai-grok-4-5,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,15,0,0,0,0
x-ai-grok-4-5,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,0,0,0,0,0
x-ai-grok-4-5,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,1,0,0,0,0
x-ai-grok-4-5,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,2,0,0,0,0
x-ai-grok-4-5,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,3,0,0,0,0
x-ai-grok-4-5,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,4,0,0,0,0
x-ai-grok-4-5,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,5,0,0,0,0
